Work Order Number,Customer Number,Memo (Main),Name,Address,City,State,Zip,FixedTime,Weight,Total Weight NH,OrderDate,Quantity,Total Quantity,EqCode,Open1,Close1,Pattern1,Longitude,Latitude,OrderType,Filler,Shipment Date,Standing Appointment,Seq,County,Rt,Food Pallets, Pet Food Pallets,Chemical Pallets,Delivery Instructions,Total Case Cube,Static Appointment
969028,83278,- None -,Black Veterans for Social Justice,665 Willoughby Avenue,Brooklyn,NY,11206,30,160,160,11/12/2025,,20, ,0830,1230,W,40.694636,-73.942633,Cold,No,11/12/2025,No,3,Brooklyn,22,0.11,0,0,- None -,6.8,No
969059,84982,- None -,Bnai Raphael Chesed Organization,3846 Flatlands Avenue,Brooklyn,NY,11234,30,256,256,11/12/2025,,32, ,0830,1230,W,40.619733,-73.937662,Cold,No,11/12/2025,No,1,Brooklyn,77,0.17,0,0,"Mon ,Tues 8am-4pm and Wed, Thurs 8am-6pm and Fri 8am-2pm",10.88,No
969061,84982,- None -,Bnai Raphael Chesed Organization,3846 Flatlands Avenue,Brooklyn,NY,11234,30,1312,1312,11/12/2025,,80, ,0830,1230,W,40.619733,-73.937662,Dry,No,11/12/2025,No,1,Brooklyn,77,0.68,0.02,0,"Mon ,Tues 8am-4pm and Wed, Thurs 8am-6pm and Fri 8am-2pm",44.36,No
969068,85574,- None -,KHCC Food Pantry,3101 Kingsbridge Terrace,Bronx,NY,10463,30,2265,2265,11/12/2025,,105, ,0830,1230,W,40.877505,-73.90033,Dry,No,11/12/2025,No,1,Bronx,78,0.89,0,0,"Stacy Mckelvey - 347-260-5416 is no longer with KHCC & Lauren, No longer running the Pantry",56.56,No
969069,85574,- None -,KHCC Food Pantry,3101 Kingsbridge Terrace,Bronx,NY,10463,30,256,256,11/12/2025,,32, ,0830,1230,W,40.877505,-73.90033,Cold,No,11/12/2025,No,1,Bronx,78,0.17,0,0,"Stacy Mckelvey - 347-260-5416 is no longer with KHCC & Lauren, No longer running the Pantry",10.88,No
969070,85552,- None -,Olivet Gospel Church Community Food Distribution Program,3900 Dyre Ave,Bronx,NY,10466,30,1662,1662,11/12/2025,,93, ,0830,1230,W,40.889389,-73.831265,Cold,Yes,11/12/2025,Yes,1,Bronx,10,0.67,0,0,Wednesday morning window.  Agency also receives approx. 3-9 pallets of Produce in the morning..,42.26,Yes
969071,85552,- None -,Olivet Gospel Church Community Food Distribution Program,3900 Dyre Ave,Bronx,NY,10466,30,2463,2463,11/12/2025,,113, ,0830,1230,W,40.889389,-73.831265,Dry,No,11/12/2025,No,1,Bronx,10,1.16,0,0.14,Wednesday morning window.  Agency also receives approx. 3-9 pallets of Produce in the morning..,83.13,No
969076,82360,- None -,Victory SDA Church,1271 Burke Avenue,Bronx,NY,10469,30,2107,2107,11/12/2025,,93, ,0830,1230,W,40.871261,-73.849997,Dry,No,11/12/2025,No,1,Bronx,13,0.98,0,0.14,During the cold seasons- knock on the door in the parking lot,71.26,No
969077,82360,- None -,Victory SDA Church,1271 Burke Avenue,Bronx,NY,10469,30,448,448,11/12/2025,,50, ,0830,1230,W,40.871261,-73.849997,Cold,No,11/12/2025,No,1,Bronx,13,0.29,0,0,During the cold seasons- knock on the door in the parking lot,18.14,No
969089,84151,- None -,Gethsemane SDA Church,357 Empire Blvd.,Brooklyn,NY,11225,30,3262,3262,11/12/2025,,136, ,0830,1230,W,40.663955,-73.950312,Dry,No,11/12/2025,No,3,Brooklyn,24,1.69,0,0.14,"Call Antoine Vaval, Marlene Simpson or Marie Roselaine Rea.",116.51,No
969090,84151,- None -,Gethsemane SDA Church,357 Empire Blvd.,Brooklyn,NY,11225,30,384,384,11/12/2025,,48, ,0830,1230,W,40.663955,-73.950312,Cold,No,11/12/2025,No,3,Brooklyn,24,0.25,0,0,"Call Antoine Vaval, Marlene Simpson or Marie Roselaine Rea.",15.84,No
969091,80984,- None -,Our Lady of Light Food Pantry,118-22 Riverton Street,St. Albans,NY,11412,30,1168,1168,11/12/2025,,54, ,0830,1230,W,40.689704,-73.763078,Dry,No,11/12/2025,No,3,Queens,21,0.66,0,0,Ring pantry door bell above red delivery door on sidewalk.,42.02,No
969092,80984,- None -,Our Lady of Light Food Pantry,118-22 Riverton Street,St. Albans,NY,11412,30,192,192,11/12/2025,,24, ,0830,1230,W,40.689704,-73.763078,Cold,No,11/12/2025,No,3,Queens,21,0.12,0,0,Ring pantry door bell above red delivery door on sidewalk.,7.72,No
969093,82261,- None -,Bushwick United Seniors Inc.,1139 Bushwick Avenue,Brooklyn,NY,11221,30,3315,3315,11/12/2025,,149, ,0830,1230,W,40.689389,-73.91793,Dry,Yes,11/12/2025,Yes,1,Brooklyn,17,1.33,0.1,0.2,8/6/2024 - SR Change from 12:30 - 4:30 to 8:30 - 12:30.  Pantry starts 12 noon.,103.44,Yes
969094,80182,- None -,"United Bronx Parents, Inc.",603 Prospect Avenue,Bronx,NY,10455,30,776,776,11/12/2025,,57, ,0830,1230,W,40.813721,-73.903962,Cold,Yes,11/12/2025,Yes,3,Bronx,76,0.52,0,0,8am-3pm - PD Christian: 347-996-1879,33.53,Yes
969095,81319,- None -,United Bronx Parents,787 E 149th Street,Bronx,NY,10455,30,256,256,11/12/2025,,32, ,0830,1230,W,40.812801,-73.906944,Cold,Yes,11/12/2025,Yes,2,Bronx,76,0.17,0,0,- None -,10.88,Yes
969096,85649,- None -,The Lower Eastside Girls Club ,402 East 8th Street,New York,NY,10009,30,782,782,11/12/2025,,17, ,0830,1230,W,40.723802,-73.976319,Cold,No,11/12/2025,No,1,Manhattan,23,0.53,0,0,"Please text Kevin at 917-861-2093 or Nicholas (Pantry Coordinator), 201-381-0352 at 646-270-2724",34.79,No
969097,82261,- None -,Bushwick United Seniors Inc.,1139 Bushwick Avenue,Brooklyn,NY,11221,30,1522,1522,11/12/2025,,83, ,0830,1230,W,40.689389,-73.91793,Cold,Yes,11/12/2025,Yes,1,Brooklyn,17,0.74,0,0,8/6/2024 - SR Change from 12:30 - 4:30 to 8:30 - 12:30.  Pantry starts 12 noon.,47.45,Yes
969098,84812,- None -,Full Gospel Assembly,131 Sullivan Place,Brooklyn,NY,11225,30,766,766,11/12/2025,,42, ,0830,1230,W,40.66435,-73.956641,Cold,No,11/12/2025,No,3,Brooklyn,6,0.48,0,0,Ring bell at top of the stairs,31.23,No
969099,85292,- None -,Mana Del Cielo,1700 Weeks Avenue,Bronx,NY,10457,30,2594,2594,11/12/2025,,118, ,0830,1230,W,40.844511,-73.907572,Dry,Yes,11/12/2025,Yes,1,Bronx,19,1.34,0,0.14,Prefers 8:30 - 12:30; able to receive until 3pm if needed.  Deliver to 1700 Weeks Avenue..please call Lourdes 347-224-4769,95.07,Yes
969100,85292,- None -,Mana Del Cielo,1700 Weeks Avenue,Bronx,NY,10457,30,1786,1786,11/12/2025,,87, ,0830,1230,W,40.844511,-73.907572,Cold,Yes,11/12/2025,Yes,1,Bronx,19,0.88,0,0,Prefers 8:30 - 12:30; able to receive until 3pm if needed.  Deliver to 1700 Weeks Avenue..please call Lourdes 347-224-4769,56.55,Yes
969101,80476,- None -,Unitarian Church of All Souls,1157 Lexington Avenue,New York,NY,10021,30,6735,6735,11/12/2025,,440, ,1230,1630,W,40.775377,-73.95858,Dry,Yes,11/12/2025,Yes,1,Manhattan,72,2.81,0.17,0.14,9am - 4:30pm,198.89,Yes
969102,85540,- None -,LifeBridge NY Food Pantry,1895 Flatbush Ave,Brooklyn,NY,11210,30,1354,1354,11/12/2025,,69, ,0830,1230,W,40.623491,-73.937774,Dry,No,11/12/2025,No,2,Brooklyn,24,0.75,0,0,Ring door bell or call number on door,48.39,No
969103,85540,- None -,LifeBridge NY Food Pantry,1895 Flatbush Ave,Brooklyn,NY,11210,30,384,384,11/12/2025,,48, ,0830,1230,W,40.623491,-73.937774,Cold,No,11/12/2025,No,2,Brooklyn,24,0.25,0,0,Ring door bell or call number on door,15.84,No
969104,80476,- None -,Unitarian Church of All Souls,1157 Lexington Avenue,New York,NY,10021,30,5384,5384,11/12/2025,,239, ,1230,1630,W,40.775377,-73.95858,Cold,Yes,11/12/2025,Yes,1,Manhattan,72,3.34,0,0,9am - 4:30pm,213.92,Yes
969114,85186,- None -,"Pathhseo, Inc.",1357 Southern Blvd,Bronx,NY,10459,30,2038,2038,11/12/2025,,96, ,0830,1230,W,40.831336,-73.891347,Dry,Yes,11/12/2025,Yes,4,Bronx,12,1.06,0,0,We wish for delivery on Wednesdays 8:30AM to 12:30PM,67.4,Yes
969116,85186,- None -,"Pathhseo, Inc.",1357 Southern Blvd,Bronx,NY,10459,30,448,448,11/12/2025,,50, ,0830,1230,W,40.831336,-73.891347,Cold,Yes,11/12/2025,Yes,4,Bronx,12,0.29,0,0,We wish for delivery on Wednesdays 8:30AM to 12:30PM,18.14,Yes
969135,82278,- None -,New Haven SDA Church,634 Prospect Place,Brooklyn,NY,11216,30,440,440,11/12/2025,,28, ,0830,1230,W,40.674865,-73.955524,Dry,Yes,11/12/2025,Yes,4,Brooklyn,22,0.25,0,0,Deliver ONLY Wednesday 9:00am-12:00pm Please call  to confirm 347-421-8664 or 718-282-5610,15.76,Yes
969137,82278,- None -,New Haven SDA Church,634 Prospect Place,Brooklyn,NY,11216,30,80,80,11/12/2025,,10, ,0830,1230,W,40.674865,-73.955524,Cold,Yes,11/12/2025,Yes,4,Brooklyn,22,0.06,0,0,Deliver ONLY Wednesday 9:00am-12:00pm Please call  to confirm 347-421-8664 or 718-282-5610,3.4,Yes
969149,83628,- None -,St. Raphael RC Church Food Pantry,35-20 Greenpoint Avenue,Long Island City,NY,11101,30,1436,1436,11/12/2025,,66, ,0830,1230,W,40.737258,-73.930555,Dry,No,11/12/2025,No,3,Queens,3,0.66,0,0,Delivery: Mon thru Fri 9:00am-3:00pm,42.5,No
969150,83628,- None -,St. Raphael RC Church Food Pantry,35-20 Greenpoint Avenue,Long Island City,NY,11101,30,192,192,11/12/2025,,24, ,0830,1230,W,40.737258,-73.930555,Cold,No,11/12/2025,No,3,Queens,3,0.13,0,0,Delivery: Mon thru Fri 9:00am-3:00pm,8.16,No
969152,85821,- None -,Gotham Food Pantry,1955 Second Avenue,New York,NY,10029,30,2146,2146,11/12/2025,,97, ,0830,1230,W,40.787113,-73.945024,Dry,No,11/12/2025,No,4, ,8,0.97,0,0.14,- None -,72.34,No
969171,85481,- None -,"Vision Urbana, Inc.",66 Essex St.,New York,NY,10002,30,284,284,11/12/2025,,18, ,0830,1230,W,40.717291,-73.988842,Dry,No,11/12/2025,No,3,Manhattan,23,0.15,0,0,Mondays 9am - 11am are available to the public. Tuesday-Thursday hours are home deliveries and fresh produce distribution hours within a local NYCHA HUB lead by Vision Urbana at several sites. Please do not list our panty as open Tuesday-Thursday to the public because we do not distribute those days,9.22,No
969173,85481,- None -,"Vision Urbana, Inc.",66 Essex St.,New York,NY,10002,30,256,256,11/12/2025,,32, ,0830,1230,W,40.717291,-73.988842,Cold,No,11/12/2025,No,3,Manhattan,23,0.17,0,0,Mondays 9am - 11am are available to the public. Tuesday-Thursday hours are home deliveries and fresh produce distribution hours within a local NYCHA HUB lead by Vision Urbana at several sites. Please do not list our panty as open Tuesday-Thursday to the public because we do not distribute those days,10.88,No
969180,82298,- None -,Primitive Christian Church,207-209 East Broadway,New York,NY,10002,30,2429,2429,11/12/2025,,110, ,0830,1230,W,40.714244,-73.987905,Dry,Yes,11/12/2025,Yes,2,Manhattan,23,1.02,0,0,"Delivery only on Wed, Thur or Fri.",64.21,Yes
969189,82298,- None -,Primitive Christian Church,207-209 East Broadway,New York,NY,10002,30,2064,2064,11/12/2025,,88, ,0830,1230,W,40.714244,-73.987905,Cold,Yes,11/12/2025,Yes,2,Manhattan,23,1.38,0,0,"Delivery only on Wed, Thur or Fri.",88.48,Yes
969191,85821,- None -,Gotham Food Pantry,1955 Second Avenue,New York,NY,10029,30,2230,2230,11/12/2025,,105, ,0830,1230,W,40.787113,-73.945024,Cold,No,11/12/2025,No,4, ,8,1.47,0,0,- None -,94.13,No
969209,85662,- None -,Rap4Bronx Mobile Pantry,970 White Plains Road,Bronx,NY,10473,30,1592,1592,11/12/2025,,37, ,0830,1230,W,40.822979,-73.856967,Cold,No,11/12/2025,No,1,Bronx,12,1.17,0,0,We prefer deliveries to be done in the Morning,76.09,No
969210,82347,- None -,Flatbush SDA Church,261 East 21st  Street,Brooklyn,NY,11226,30,128,128,11/12/2025,,16, ,1230,1630,W,40.648058,-73.959556,Cold,Yes,11/12/2025,Yes,2,Brooklyn,77,0.08,0,0,9am-430pm. No delivery on Friday. Driver Please Use side door.,5.12,Yes
969211,82210,- None -,Spanish SDA Church,1038 Prospect Avenue,Bronx,NY,10459,30,2297,2297,11/12/2025,,107, ,0830,1230,W,40.824457,-73.899622,Cold,Yes,11/12/2025,Yes,4,Bronx,18,1.52,0,0,"Please, 9am - 12:30 - The best way to deliver the items is using the back part of the building, located on the Rev. James Polite side",97.36,Yes
969212,82210,- None -,Spanish SDA Church,1038 Prospect Avenue,Bronx,NY,10459,30,3729,3729,11/12/2025,,165, ,0830,1230,W,40.824457,-73.899622,Dry,Yes,11/12/2025,Yes,4,Bronx,18,1.57,0,0,"Please, 9am - 12:30 - The best way to deliver the items is using the back part of the building, located on the Rev. James Polite side",100.15,Yes
969214,85512,- None -,Hebrew Educational Society,9502 Seaview Avenue,Brooklyn,NY,11236,30,992,992,11/12/2025,,36, ,0830,1230,W,40.632808,-73.89122,Dry,No,11/12/2025,No,2,Brooklyn,16,0.39,0,0,"Entrance on St. Jude Place, side of bldg ---8:30-12:30pm time frame",24.58,No
969217,82347,- None -,Flatbush SDA Church,261 East 21st  Street,Brooklyn,NY,11226,30,2066,2066,11/12/2025,,85, ,1230,1630,W,40.648058,-73.959556,Dry,Yes,11/12/2025,Yes,2,Brooklyn,77,0.85,0,0,9am-430pm. No delivery on Friday. Driver Please Use side door.,54.58,Yes
969218,82212,- None -,Bethel AME Church,60 West 132nd  Street,New York,NY,10037,30,3297,3297,11/12/2025,,138, ,0830,1230,W,40.811509,-73.940603,Dry,Yes,11/12/2025,Yes,2,Manhattan,18,1.34,0,0,Ring doorbell on front door,85.66,Yes
969220,81641,- None -,Chambers Memorial Baptist Church,219 East 123rd Street,New York,NY,10035,30,1232,1232,11/12/2025,,56, ,1230,1630,W,40.802141,-73.93614,Dry,No,11/12/2025,No,6,Manhattan,23,0.53,0,0,"11:00am-6:00pm - Ring doorbell on the top left hand side of the door.  As per Swann, please don't confirm deliveries with Jeannette.  Back up to confirm deliveries: Nage Edgerton - 917-239-7405.",33.76,No
969221,81641,- None -,Chambers Memorial Baptist Church,219 East 123rd Street,New York,NY,10035,30,256,256,11/12/2025,,32, ,1230,1630,W,40.802141,-73.93614,Cold,No,11/12/2025,No,6,Manhattan,23,0.17,0,0,"11:00am-6:00pm - Ring doorbell on the top left hand side of the door.  As per Swann, please don't confirm deliveries with Jeannette.  Back up to confirm deliveries: Nage Edgerton - 917-239-7405.",10.88,No
969222,82212,- None -,Bethel AME Church,60 West 132nd  Street,New York,NY,10037,30,1871,1871,11/12/2025,,85, ,0830,1230,W,40.811509,-73.940603,Cold,Yes,11/12/2025,Yes,2,Manhattan,18,1.34,0,0,Ring doorbell on front door,85.61,Yes
969227,85307,- None -,Co-Op City Seventh Day Adventist Church,1010 Baychester Avenue,Bronx,NY,10475,30,2588,2588,11/12/2025,,105, ,0830,1230,W,40.880211,-73.831498,Dry,No,11/12/2025,No,2,Bronx,78,1.2,0,0,930am-430pm - Push gate to open.,75.7,No
969228,85307,- None -,Co-Op City Seventh Day Adventist Church,1010 Baychester Avenue,Bronx,NY,10475,30,384,384,11/12/2025,,48, ,0830,1230,W,40.880211,-73.831498,Cold,No,11/12/2025,No,2,Bronx,78,0.25,0,0,930am-430pm - Push gate to open.,15.84,No
969233,85460,- None -,PS 142 M Amalia Castro,100 Attorney Street,New York,NY,10002,30,312,312,11/12/2025,,21, ,0830,1230,W,40.718383,-73.984452,Cold,No,11/12/2025,No,4,Manhattan,23,0.25,0,0,"Between 830 - 12:30pm.  When close by, Contact  Jessica at 646-574-1384 or Ashely 347-549-5870.*School can only receive on straight trucks*; hard to find parking.  Please note, pallets cannot fit through the schools entrance.",15.92,No
969235,85460,- None -,PS 142 M Amalia Castro,100 Attorney Street,New York,NY,10002,30,802,802,11/12/2025,,39, ,0830,1230,W,40.718383,-73.984452,Dry,No,11/12/2025,No,4,Manhattan,23,0.65,0,0,"Between 830 - 12:30pm.  When close by, Contact  Jessica at 646-574-1384 or Ashely 347-549-5870.*School can only receive on straight trucks*; hard to find parking.  Please note, pallets cannot fit through the schools entrance.",40.17,No
969236,84504,- None -,Blessed Virgin Mary St. Mary's Winfield,70-31 48th Avenue,Woodside,NY,11377,30,256,256,11/12/2025,,32, ,0830,1230,W,40.738317,-73.893797,Cold,No,11/12/2025,No,1,Queens,22,0.17,0,0,Straight Trucks Only,10.88,No
969237,82058,- None -,Cornerstone SDA Church,138 Pennsylvania Avenue,Brooklyn,NY,11207,30,1432,1432,11/12/2025,,72, ,0830,1230,W,40.674586,-73.89657,Cold,No,11/12/2025,No,3,Brooklyn,7,1.03,0,0,Pallet Breakdown. Deliveries Monday-Thursday; Ring door bells at right side of door.  Please ring bells on the right side of door,65.84,No
969238,82057,- None -,Cornerstone SDA Church,138 Pennsylvania Avenue,Brooklyn,NY,11207,30,2621,2621,11/12/2025,,110, ,0830,1230,W,40.674586,-73.89657,Dry,No,11/12/2025,No,3,Brooklyn,7,1.1,0,0,Pallet Breakdown. Deliveries Monday-Thursday; Ring door bells at right side of door,69.01,No
969239,81742,- None -,CAMBA Food Pantry,21 Snyder Avenue,Brooklyn,NY,11226,30,4206,4206,11/12/2025,,169, ,0830,1230,W,40.648574,-73.957531,Dry,Yes,11/12/2025,Yes,5,Brooklyn,1,1.7,0,0.14,deliveries should be made from 9am-4pm,117.29,Yes
969240,81742,- None -,CAMBA Food Pantry,21 Snyder Avenue,Brooklyn,NY,11226,30,2556,2556,11/12/2025,,102, ,0830,1230,W,40.648574,-73.957531,Cold,Yes,11/12/2025,Yes,5,Brooklyn,1,0.98,0,0,deliveries should be made from 9am-4pm,62.4,Yes
969245,85606,- None -,GRANT HOUSE UNITY CORPORATION,2046 FLATBUSH AVENUE,Brooklyn,NY,11234,30,384,384,11/12/2025,,48, ,0830,1230,W,40.619954,-73.934002,Cold,Yes,11/12/2025,Yes,1,Brooklyn,24,0.25,0,0,"SR added 5/7/2024: Wednesday's, requests 8:30 - 10:30.. Distribution starts at 11am.  No loading dock.  Truck must have lift gate.  Streetside parking.  Bring curb ramp",15.84,Yes
969246,85606,- None -,GRANT HOUSE UNITY CORPORATION,2046 FLATBUSH AVENUE,Brooklyn,NY,11234,30,596,596,11/12/2025,,36, ,0830,1230,W,40.619954,-73.934002,Dry,Yes,11/12/2025,Yes,1,Brooklyn,24,0.28,0,0,"SR added 5/7/2024: Wednesday's, requests 8:30 - 10:30.. Distribution starts at 11am.  No loading dock.  Truck must have lift gate.  Streetside parking.  Bring curb ramp",18.13,Yes
969251,80903,- None -,Jewish Community Council of the Rockaway Peninsula,1525 Central Avenue,Far Rockaway,NY,11691,30,2252,2252,11/12/2025,,78, ,0830,1230,W,40.605645,-73.751391,Dry,Yes,11/12/2025,Yes,1,Queens,4,0.82,0,0.14,"8:30-12:30pm, no later than 2pm.",60.91,Yes
969252,80903,- None -,Jewish Community Council of the Rockaway Peninsula,1525 Central Avenue,Far Rockaway,NY,11691,30,1068,1068,11/12/2025,,66, ,0830,1230,W,40.605645,-73.751391,Cold,Yes,11/12/2025,Yes,1,Queens,4,0.44,0,0,"8:30-12:30pm, no later than 2pm.",28.26,Yes
969253,84504,- None -,Blessed Virgin Mary St. Mary's Winfield,70-31 48th Avenue,Woodside,NY,11377,30,654,654,11/12/2025,,25, ,0830,1230,W,40.738317,-73.893797,Dry,No,11/12/2025,No,1,Queens,22,0.26,0,0,Straight Trucks Only,16.13,No
969255,85589,- None -,I.S. 219 New Venture School,3630 3rd Avenue,Bronx,NY,10456,30,470,470,11/12/2025,,20, ,0830,1230,W,40.833511,-73.90449,Dry,No,11/12/2025,No,5,Bronx,12,0.18,0,0,- None -,11.17,No
969263,83618,- None -,Shorefront Jewish Comm. Council,128 Brighton Beach Avenue,Brooklyn,NY,11235,30,1246,1246,11/12/2025,,42, ,0830,1230,W,40.576348,-73.967318,Dry,Yes,11/12/2025,Yes,1,Brooklyn,1,0.52,0,0,Deliveries 8:30-12:30pm. No Friday deliveries,33.18,Yes
969264,83618,- None -,Shorefront Jewish Comm. Council,128 Brighton Beach Avenue,Brooklyn,NY,11235,30,772,772,11/12/2025,,44, ,0830,1230,W,40.576348,-73.967318,Cold,Yes,11/12/2025,Yes,1,Brooklyn,1,0.31,0,0,Deliveries 8:30-12:30pm. No Friday deliveries,19.9,Yes
969266,85583,- None -,Met Council Mobile Pantry,5361 Preston Court,Brooklyn,NY,11234,30,1477,1477,11/12/2025,,56, ,0830,1230,W,40.637943,-73.924857,Dry,No,11/12/2025,No,1,Brooklyn,6,0.52,0,0.14,MET Council warehouse,42.63,No
969268,85086,- None -,Metropolitan Council on Jewish Poverty,5361 Preston Court,Brooklyn,NY,11234,30,1926,1926,11/12/2025,,74, ,0830,1230,W,40.637943,-73.924857,Dry,Yes,11/12/2025,Yes,1,Brooklyn,6,0.71,0,0.14,Met Council warehouse,54.11,Yes
969269,84331,- None -,"SCAN-Harbor, Inc.",40 E 164th St,Bronx,NY,10452,30,4873,4873,11/12/2025,,205, ,1230,1630,W,40.831059,-73.925337,Dry,Yes,11/12/2025,Yes,2,Bronx,73,2.19,0,0,"WEDNESDAY 12:30pm-5pm, unless the Sales Order/s indicate 8:30-12:30pm.   Delivery MUST GO to Jerome btw 164th & 165th",140.46,Yes
969270,84331,- None -,"SCAN-Harbor, Inc.",40 E 164th St,Bronx,NY,10452,30,1747,1747,11/12/2025,,86, ,1230,1630,W,40.831059,-73.925337,Cold,Yes,11/12/2025,Yes,2,Bronx,73,1.25,0,0,"WEDNESDAY 12:30pm-5pm, unless the Sales Order/s indicate 8:30-12:30pm.   Delivery MUST GO to Jerome btw 164th & 165th",79.86,Yes
969274,85598,- None -,Boro Park Chesed Center,5361 Preston Court,Brooklyn,NY,11234,30,1008,1008,11/12/2025,,35, ,0830,1230,W,40.636893,-73.986575,Dry,No,11/12/2025,No,1,Brooklyn,6,0.3,0,0.14,MET Council warehouse,28.7,No
969284,85157,- None -,WOSSEM Charities,108-02 Sutphin Blvd,Jamaica,NY,11435,30,2637,2637,11/12/2025,,113, ,0830,1230,W,40.692985,-73.79938,Dry,No,11/12/2025,No,1,Queens,21,1.04,0,0,- None -,66.29,No
969285,85157,- None -,WOSSEM Charities,108-02 Sutphin Blvd,Jamaica,NY,11435,30,2377,2377,11/12/2025,,92, ,0830,1230,W,40.692985,-73.79938,Cold,No,11/12/2025,No,1,Queens,21,1.67,0,0,- None -,107.58,No
969286,84812,- None -,Full Gospel Assembly,131 Sullivan Place,Brooklyn,NY,11225,30,4020,4020,11/12/2025,,173, ,0830,1230,W,40.66435,-73.956641,Dry,No,11/12/2025,No,3,Brooklyn,6,1.63,0,0,Ring bell at top of the stairs,104.31,No
969287,84451,- None -,Community Kitchen and Food Pantry (Pantry),252 West 116th Street,New York,NY,10026,30,6356,6356,11/12/2025,,299, ,0830,1230,W,40.804178,-73.954813,Dry,No,11/12/2025,No,2,Manhattan,9,2.61,0,0,8:30am - 12:30pm,166.55,No
969288,84451,- None -,Community Kitchen and Food Pantry (Pantry),252 West 116th Street,New York,NY,10026,30,1154,1154,11/12/2025,,36, ,0830,1230,W,40.804178,-73.954813,Cold,No,11/12/2025,No,2,Manhattan,9,0.88,0,0,8:30am - 12:30pm,55.94,No
969294,82976,- None -,Queensboro SDA Church,96-50 222nd Street,Queens Village,NY,11429,30,873,873,11/12/2025,,65, ,0830,1230,W,40.718217,-73.731704,Cold,Yes,11/12/2025,Yes,4,Queens,15,0.58,0,0,No deliveries on Friday. Delivery: Wed 9:00am-1:00 pm,37.02,Yes
969295,85221,- None -,Mt. Sinai SDA Church,217-10 93rd Ave,Queens Village,NY,11428,30,4068,4068,11/12/2025,,164, ,0830,1230,W,40.721159,-73.740072,Dry,No,11/12/2025,No,3,Queens,15,1.6,0,0,"Monday, Tuesday, or Wednesday between 7am-12pm",102.34,No
969296,85221,- None -,Mt. Sinai SDA Church,217-10 93rd Ave,Queens Village,NY,11428,30,2296,2296,11/12/2025,,102, ,0830,1230,W,40.721159,-73.740072,Cold,No,11/12/2025,No,3,Queens,15,1.64,0,0,"Monday, Tuesday, or Wednesday between 7am-12pm",104.48,No
969298,82976,- None -,Queensboro SDA Church,96-50 222nd Street,Queens Village,NY,11429,30,3107,3107,11/12/2025,,126, ,0830,1230,W,40.718217,-73.731704,Dry,Yes,11/12/2025,Yes,4,Queens,15,1.37,0,0,No deliveries on Friday. Delivery: Wed 9:00am-1:00 pm,86.87,Yes
969302,85433,- None -,"The Lehman College Association, Herbert H. Lehman",2775 Jerome Ave,Bronx,NY,10468,30,276,276,11/12/2025,,19, ,0830,1230,W,40.875028,-73.89286,Cold,No,11/12/2025,No,4,Bronx,10,0.24,0,0,Please 9:30am-1:30pm - Baraka cell # 765-421-4274. The delivery truck will enter through the Lehman College gate on 250 Bedford Park Blvd West and the Delivery will be at the lower rear of the Old Gymnasium Building.,14.66,No
969303,81412,- None -,St. Stephen Outreach Community,874 Myrtle Avenue,Brooklyn,NY,11206,30,2108,2108,11/12/2025,,92, ,0830,1230,W,40.695579,-73.947375,Dry,Yes,11/12/2025,Yes,2,Brooklyn,17,0.86,0,0,8:30 am - 12:30 pm- Requests Stop #1 or #2,54.48,Yes
969304,81412,- None -,St. Stephen Outreach Community,874 Myrtle Avenue,Brooklyn,NY,11206,30,770,770,11/12/2025,,50, ,0830,1230,W,40.695579,-73.947375,Cold,Yes,11/12/2025,Yes,2,Brooklyn,17,0.52,0,0,8:30 am - 12:30 pm- Requests Stop #1 or #2,33.16,Yes
969305,84002,- None -,Church of God Inc.,1011 Winthrop Street,Brooklyn,NY,11212,30,3754,3754,11/12/2025,,154, ,0830,1230,W,40.660127,-73.926,Dry,No,11/12/2025,No,1,Brooklyn,7,1.57,0,0,- None -,99.41,No
969306,84002,- None -,Church of God Inc.,1011 Winthrop Street,Brooklyn,NY,11212,30,1304,1304,11/12/2025,,48, ,0830,1230,W,40.660127,-73.926,Cold,No,11/12/2025,No,1,Brooklyn,7,0.53,0,0,- None -,33.6,No
969307,84319,- None -,"Manna of Life Ministries, Inc.",1101 Boston Rd.,Bronx,NY,10459,30,843,843,11/12/2025,,46, ,0830,1230,W,40.82742,-73.904759,Cold,Yes,11/12/2025,Yes,2,Bronx,5,0.52,0,0,The delivery entrance is on 166th street on the corner of Boston Road,32.43,Yes
969308,84177,- None -,"Manna of Life Ministries, Inc.",1101 Boston rd.,Bronx,NY,10459,30,1256,1256,11/12/2025,,42, ,0830,1230,W,40.82742,-73.904759,Cold,Yes,11/12/2025,Yes,2,Bronx,5,0.49,0,0,The delivery entrance is on 166th street on the corner of Boston Road,30.94,Yes
969309,85433,- None -,"The Lehman College Association, Herbert H. Lehman",2775 Jerome Ave,Bronx,NY,10468,30,785,785,11/12/2025,,42, ,0830,1230,W,40.875028,-73.89286,Dry,No,11/12/2025,No,4,Bronx,10,0.31,0,0,Please 9:30am-1:30pm - Baraka cell # 765-421-4274. The delivery truck will enter through the Lehman College gate on 250 Bedford Park Blvd West and the Delivery will be at the lower rear of the Old Gymnasium Building.,19.51,No
