Work Order Number,Customer Number,Memo (Main),Name,Address,City,State,Zip,FixedTime,Weight,Total Weight NH,OrderDate,Quantity,Total Quantity,EqCode,Open1,Close1,Pattern1,Longitude,Latitude,OrderType,Filler,Shipment Date,Standing Appointment,Seq,County,Rt,Food Pallets, Pet Food Pallets,Chemical Pallets,Delivery Instructions,Total Case Cube,Static Appointment
976989,85425,- None -,Make the Road New York - Queens,104-19 Roosevelt Avenue,Corona,NY,11368,30,780,780,1/20/2026,,30, ,0830,1230,T,40.750136,-73.860766,Dry,No,1/20/2026,No,1,Queens,3,0.33,0,0,MUST HAVE:Tuesday delivery BEFORE 12noon,21.3,No
976990,80401,- None -,St. Philip's Episcopal,265 Decatur Street,Brooklyn,NY,11233,30,1056,1056,1/20/2026,,50, ,0830,1230,T,40.681486,-73.933169,Dry,Yes,1/20/2026,Yes,1,Brooklyn,9,0.52,0,0,Deliveries Tuesday before 12pm,33.7,Yes
976991,83956,- None -,The Campaign Against Hunger,975 Shepherd Ave,Brooklyn,NY,11208,30,4276,4276,1/20/2026,,108, ,1230,1630,T,40.660966,-73.874089,Cold,Yes,1/20/2026,Yes,1,Brooklyn,15,3.01,0,0,Please ring the door bell if the gate is down.,192.04,Yes
976998,81507,- None -,St. Clement's Food Pantry,423 West 46th Street,New York,NY,10036,30,1092,1092,1/20/2026,,48, ,0830,1230,T,40.761355,-73.991607,Cold,Yes,1/20/2026,Yes,5,Manhattan,16,0.74,0,0,Delivery on Tues & Thurs 10am-2pm,47.44,Yes
976999,81507,- None -,St. Clement's Food Pantry,423 West 46th Street,New York,NY,10036,30,938,938,1/20/2026,,46, ,0830,1230,T,40.761355,-73.991607,Dry,Yes,1/20/2026,Yes,5,Manhattan,16,0.47,0,0,Delivery on Tues & Thurs 10am-2pm,30.25,Yes
977000,85732,- None -,Baruch College,"55 Lexington Avenue, Rm 1-116 , 24th Street loading dock between Lexington & 3rd Avenue",New York,NY,10010,30,564,564,1/20/2026,,26, ,0830,1230,T,40.740596,-73.983938,Dry,No,1/20/2026,No,4,Manhattan,16,0.27,0,0.01,"Please, Stop #3; 9:30 - 1:30 works out best for us! Deliver to  24th Street loading dock between Lexington & 3rd Avenue. Must be delivered in the morning time slot due to the hours of operation for this loading dock.",16.59,No
977001,85732,- None -,Baruch College,"55 Lexington Avenue, Rm 1-116 , 24th Street loading dock between Lexington & 3rd Avenue",New York,NY,10010,30,124,124,1/20/2026,,5, ,0830,1230,T,40.740596,-73.983938,Cold,No,1/20/2026,No,4,Manhattan,16,0.09,0,0,"Please, Stop #3; 9:30 - 1:30 works out best for us! Deliver to  24th Street loading dock between Lexington & 3rd Avenue. Must be delivered in the morning time slot due to the hours of operation for this loading dock.",6.2,No
977013,85574,- None -,KHCC Food Pantry,3101 Kingsbridge Terrace,Bronx,NY,10463,30,4923,4923,1/20/2026,,218, ,0830,1230,T,40.877505,-73.90033,Dry,No,1/20/2026,No,3,Bronx,18,2.33,0,0,"Stacy Mckelvey - 347-260-5416 is no longer with KHCC & Lauren, No longer running the Pantry",148.05,No
977017,85574,- None -,KHCC Food Pantry,3101 Kingsbridge Terrace,Bronx,NY,10463,30,1216,1216,1/20/2026,,72, ,0830,1230,T,40.877505,-73.90033,Cold,No,1/20/2026,No,3,Bronx,18,0.89,0,0,"Stacy Mckelvey - 347-260-5416 is no longer with KHCC & Lauren, No longer running the Pantry",57.12,No
977020,80984,- None -,Our Lady of Light Food Pantry,118-22 Riverton Street,St. Albans,NY,11412,30,710,710,1/20/2026,,41, ,0830,1230,T,40.689704,-73.763078,Dry,No,1/20/2026,No,2,Queens,5,0.25,0,0,Pallet Break Down! Ring pantry door bell above red delivery door on sidewalk.,15.65,No
977031,81586,- None -,Reaching Out Community Service,6417 18th Avenue,Brooklyn,NY,11204,30,2000,2000,1/20/2026,,89, ,0830,1230,T,40.619574,-73.989723,Cold,No,1/20/2026,No,4,Brooklyn,17,1.56,0,0,MORNING DELIVERY ONLY (9am to 12noon) Do Not send any delivers in the afternoon.,99.28,No
977041,85315,- None -,Health Essential Association,2101 East 16th Street,Brooklyn,NY,11229,30,632,632,1/20/2026,,51, ,0830,1230,T,40.59862,-73.955406,Cold,No,1/20/2026,No,3,Brooklyn,17,0.46,0,0,- None -,29.11,No
977046,85382,- None -,Bronx Community College,2155 University Avenue,Bronx,NY,10453,30,1040,1040,1/20/2026,,24, ,0830,1230,T,40.857394,-73.909698,Cold,No,1/20/2026,No,3,Bronx,19,0.79,0,0,"ONLY  STRAIGHT TRUCKS, 8am to 2pm",50.6,No
977047,83197,- None -,Jewish Community Center of Staten Island,1466 Manor Road,Staten Island,NY,10314,30,264,264,1/20/2026,,16, ,0830,1230,T,40.594916,-74.125393,Cold,No,1/20/2026,No,1,StatenIsland,23,0.19,0,0,"Per PALOMA, only contact her. Please don't contact Amelia,",11.88,No
977051,80150,- None -,St. Ann's Church of Morrisania,295 St Anns Avenue,Bronx,NY,10454,30,140,140,1/20/2026,,11, ,0830,1230,T,40.808359,-73.916461,Cold,Yes,1/20/2026,Yes,5,Bronx,3,0.08,0,0,Tuesdays ONLY 10am-1pm/Located between 139th&140th Street,5.34,Yes
977059,80861,- None -,New York Common Pantry,8 East 109th Street,New York,NY,10029,30,1588,1588,1/20/2026,,56, ,0830,1230,T,40.795967,-73.949119,Dry,Yes,1/20/2026,Yes,3,Manhattan,1,0.61,0,0,Early Drop off if possible between 8am-12pm,38.56,Yes
977060,80861,- None -,New York Common Pantry,8 East 109th Street,New York,NY,10029,30,1850,1850,1/20/2026,,50, ,0830,1230,T,40.795967,-73.949119,Cold,Yes,1/20/2026,Yes,3,Manhattan,1,1.4,0,0,Early Drop off if possible between 8am-12pm,89.4,Yes
977061,80862,- None -,New York Common Pantry,8 East 109th Street,New York,NY,10029,30,1850,1850,1/20/2026,,50, ,0830,1230,T,40.795967,-73.949119,Cold,Yes,1/20/2026,Yes,3,Manhattan,1,1.4,0,0,Early Drop off if possible between 8am-12pm,89.4,Yes
977063,80862,- None -,New York Common Pantry,8 East 109th Street,New York,NY,10029,30,4780,4780,1/20/2026,,282, ,0830,1230,T,40.795967,-73.949119,Dry,Yes,1/20/2026,Yes,3,Manhattan,1,2.57,0,0,Early Drop off if possible between 8am-12pm,164.48,Yes
977071,84205,- None -,Kehilat Sephardim of Ahavat Achim,150-62 78th Road,Flushing,NY,11367,30,2762,2762,1/20/2026,,124, ,0830,1230,T,40.720728,-73.813366,Cold,No,1/20/2026,No,2,Queens,4,2.06,0,0,5/14/24 (SR Changed from Wed. to Mon.).  Deliver to side area 153rd st between 78th Rd & 79th Ave.  Please advise ahead of time if lift gate is not available on truck,131.34,No
977072,84205,- None -,Kehilat Sephardim of Ahavat Achim,150-62 78th Road,Flushing,NY,11367,30,1728,1728,1/20/2026,,83, ,0830,1230,T,40.720728,-73.813366,Dry,No,1/20/2026,No,2,Queens,4,0.67,0.04,0,5/14/24 (SR Changed from Wed. to Mon.).  Deliver to side area 153rd st between 78th Rd & 79th Ave.  Please advise ahead of time if lift gate is not available on truck,45.63,No
977073,85589,- None -,I.S. 219 New Venture School,3630 3rd Avenue,Bronx,NY,10456,30,796,796,1/20/2026,,40, ,0830,1230,T,40.833511,-73.90449,Dry,No,1/20/2026,No,3,Bronx,30,0.32,0,0,- None -,19.24,No
977074,85314,- None -,Kerith SDA Church,230-11 Linden Blvd,Cambria Heights,NY,11411,30,1441,1441,1/20/2026,,69, ,0830,1230,T,40.692294,-73.731263,Dry,No,1/20/2026,No,3,Queens,6,0.77,0,0,PALLET BREAKDOWN,49.58,No
977075,85314,- None -,Kerith SDA Church,230-11 Linden Blvd,Cambria Heights,NY,11411,30,1430,1430,1/20/2026,,73, ,0830,1230,T,40.692294,-73.731263,Cold,No,1/20/2026,No,3,Queens,6,0.99,0,0,PALLET BREAKDOWN,63.54,No
977076,81348,- None -,Creston Avenue Baptist Church,114 East 188th Street,Bronx,NY,10468,30,2704,2704,1/20/2026,,113, ,0830,1230,T,40.861963,-73.89912,Dry,Yes,1/20/2026,Yes,3,Bronx,21,1.25,0,0,PALLET BREAK DOWN Mon-Fri 8:30am-1230pm,80.27,Yes
977077,81348,- None -,Creston Avenue Baptist Church,114 East 188th Street,Bronx,NY,10468,30,1494,1494,1/20/2026,,52, ,0830,1230,T,40.861963,-73.89912,Cold,Yes,1/20/2026,Yes,3,Bronx,21,1.14,0,0,PALLET BREAK DOWN Mon-Fri 8:30am-1230pm,72.89,Yes
977078,81347,- None -,Creston Avenue Baptist Church,114 East 188th Street,Bronx,NY,10468,30,704,704,1/20/2026,,32, ,0830,1230,T,40.861963,-73.89912,Dry,Yes,1/20/2026,Yes,3,Bronx,21,0.29,0,0,PALLET BREAK DOWN! 8:30am - 12:30pm,18.64,Yes
977079,81347,- None -,Creston Avenue Baptist Church,114 East 188th Street,Bronx,NY,10468,30,844,844,1/20/2026,,45, ,0830,1230,T,40.861963,-73.89912,Cold,Yes,1/20/2026,Yes,3,Bronx,21,0.64,0,0,PALLET BREAK DOWN! 8:30am - 12:30pm,41.72,Yes
977080,82360,- None -,Victory SDA Church,1271 Burke Avenue,Bronx,NY,10469,30,3825,3825,1/20/2026,,153, ,0830,1230,T,40.871261,-73.849997,Dry,No,1/20/2026,No,2,Bronx,18,1.59,0,0,During the cold seasons- knock on the door in the parking lot,101.79,No
977081,82360,- None -,Victory SDA Church,1271 Burke Avenue,Bronx,NY,10469,30,2621,2621,1/20/2026,,103, ,0830,1230,T,40.871261,-73.849997,Cold,No,1/20/2026,No,2,Bronx,18,1.89,0,0,During the cold seasons- knock on the door in the parking lot,121.51,No
977082,85116,- None -,St. Michael's Church,225 West 99th Street,New York,NY,10025,30,655,655,1/20/2026,,47, ,0830,1230,T,40.796267,-73.969586,Dry,No,1/20/2026,No,1,Manhattan,1,0.39,0,0,Contact receptionist at 225 west 99th. Delivery is on Amsterdam Ave. Church’s main Blue doors,23.95,No
977083,85116,- None -,St. Michael's Church,225 West 99th Street,New York,NY,10025,30,289,289,1/20/2026,,13, ,0830,1230,T,40.796267,-73.969586,Cold,No,1/20/2026,No,1,Manhattan,1,0.17,0,0,Contact receptionist at 225 west 99th. Delivery is on Amsterdam Ave. Church’s main Blue doors,11.59,No
977085,82119,- None -,Church of God Feeding Hungry,836 Classon Avenue,Brooklyn,NY,11238,30,558,558,1/20/2026,,45, ,0830,1230,T,40.672378,-73.960994,Cold,Yes,1/20/2026,Yes,3,Brooklyn,9,0.35,0,0,Deliveries should be made at the side door at the Lincoln Place entrance.If the door is closed ring the doorbell or call.,22.69,Yes
977087,81637,- None -,Thorpe Family Residence,406 E 184th Street,Bronx,NY,10458,30,2438,2438,1/20/2026,,106, ,0830,1230,T,40.856646,-73.894993,Dry,Yes,1/20/2026,Yes,1,Bronx,19,0.92,0,0,Delivery on Tuesdays 8am-2pm,58.68,Yes
977088,81637,- None -,Thorpe Family Residence,406 E 184th Street,Bronx,NY,10458,30,3618,3618,1/20/2026,,150, ,0830,1230,T,40.856646,-73.894993,Cold,Yes,1/20/2026,Yes,1,Bronx,19,2.64,0,0,Delivery on Tuesdays 8am-2pm,168.54,Yes
977089,82119,- None -,Church of God Feeding Hungry,836 Classon Avenue,Brooklyn,NY,11238,30,1015,1015,1/20/2026,,46, ,0830,1230,T,40.672378,-73.960994,Dry,Yes,1/20/2026,Yes,3,Brooklyn,9,0.4,0,0,Deliveries should be made at the side door at the Lincoln Place entrance.If the door is closed ring the doorbell or call.,25.47,Yes
977090,83895,- None -,Church of God of Prophecy,71 Malta Street,Brooklyn,NY,11207,30,992,992,1/20/2026,,60, ,0830,1230,T,40.659035,-73.895275,Cold,No,1/20/2026,No,3,Brooklyn,8,0.78,0,0,"Monday or Fridays anytime between 8AM-12PM, FROZEN Tuesdays only",49.86,No
977091,84148,- None -,Church of God of Prophecy,71 Malta Street,Brooklyn,NY,11207,30,884,884,1/20/2026,,43, ,0830,1230,T,40.659035,-73.895275,Cold,No,1/20/2026,No,3,Brooklyn,8,0.63,0,0,- None -,40.49,No
977092,84148,- None -,Church of God of Prophecy,71 Malta Street,Brooklyn,NY,11207,30,538,538,1/20/2026,,35, ,0830,1230,T,40.659035,-73.895275,Dry,No,1/20/2026,No,3,Brooklyn,8,0.28,0,0,- None -,18.18,No
977094,83895,- None -,Church of God of Prophecy,71 Malta Street,Brooklyn,NY,11207,30,1306,1306,1/20/2026,,67, ,0830,1230,T,40.659035,-73.895275,Dry,No,1/20/2026,No,3,Brooklyn,8,0.6,0,0,"Monday or Fridays anytime between 8AM-12PM, FROZEN Tuesdays only",38.48,No
977121,85654,- None -,St. Barnabas Hospital Food Insecurity Project,4422 3rd Avenue (loading dock in the back),Bronx,NY,10457,30,1887,1887,1/20/2026,,107, ,0830,1230,T,40.853346,-73.891611,Dry,No,1/20/2026,No,1,Bronx,21,0.98,0,0,- None -,64.07,No
977126,83522,- None -,First United Christian Church,109 Victory Blvd,Staten Island,NY,10301,30,1290,1290,1/20/2026,,59, ,0830,1230,T,40.637775,-74.079776,Cold,Yes,1/20/2026,Yes,2,StatenIsland,23,0.85,0,0,- None -,54.44,Yes
977127,83522,- None -,First United Christian Church,109 Victory Blvd,Staten Island,NY,10301,30,1546,1546,1/20/2026,,68, ,0830,1230,T,40.637775,-74.079776,Dry,Yes,1/20/2026,Yes,2,StatenIsland,23,0.71,0,0,- None -,45.46,Yes
977132,83294,- None -,Bethany Baptist Church of Jamaica,157-11 111th Avenue,Jamaica,NY,11433,30,420,420,1/20/2026,,15, ,0830,1230,T,40.690081,-73.791892,Dry,Yes,1/20/2026,Yes,1,Queens,6,0.14,0,0,ORDERS MUST BE DELIVERED BEFORE 1PM,8.85,Yes
977136,83294,- None -,Bethany Baptist Church of Jamaica,157-11 111th Avenue,Jamaica,NY,11433,30,660,660,1/20/2026,,53, ,0830,1230,T,40.690081,-73.791892,Cold,Yes,1/20/2026,Yes,1,Queens,6,0.53,0,0,ORDERS MUST BE DELIVERED BEFORE 1PM,33.87,Yes
977149,81641,- None -,Chambers Memorial Baptist Church,219 East 123rd Street,New York,NY,10035,30,1120,1120,1/20/2026,,60, ,1230,1630,T,40.802141,-73.93614,Cold,Yes,1/20/2026,Yes,1,Manhattan,71,0.83,0,0,"11:00am-6:00pm - Ring doorbell on the top left hand side of the door.  As per Swann, please don't confirm deliveries with Jeannette.  Back up to confirm deliveries: Nage Edgerton - 917-239-7405.",52.8,Yes
977150,81641,- None -,Chambers Memorial Baptist Church,219 East 123rd Street,New York,NY,10035,30,640,640,1/20/2026,,24, ,1230,1630,T,40.802141,-73.93614,Dry,Yes,1/20/2026,Yes,1,Manhattan,71,0.22,0,0,"11:00am-6:00pm - Ring doorbell on the top left hand side of the door.  As per Swann, please don't confirm deliveries with Jeannette.  Back up to confirm deliveries: Nage Edgerton - 917-239-7405.",14,Yes
977151,80712,- None -,The Riverside Church FP,91 Claremont Avenue,New York,NY,10027,30,5412,5412,1/20/2026,,242, ,0830,1230,T,40.811452,-73.962701,Dry,No,1/20/2026,No,2,Manhattan,71,2.04,0,0,Monday deliveries accepted all day.  Tues-Fri deliveries accepted only between 1pm and 5pm,130.22,No
977188,82756,- None -,St. Jerome's Hands Community Center,330 East 138th Street,Bronx,NY,10454,30,1180,1180,1/20/2026,,44, ,1230,1630,T,40.809927,-73.924866,Cold,Yes,1/20/2026,Yes,4,Bronx,3,0.81,0,0,The food pantry is located in the basement of the Church of San Jeronimo. Our facilities are open from 10 am to 2 pm and/or 4 pm to 8 pm Monday through Friday.Please call Delivery Contact Lucy Sanchez @ 347-835-3131.,51.86,Yes
977191,81665,- None -,Hope Line,884 E 163rd St,Bronx,NY,10459,30,1962,1962,1/20/2026,,71, ,0830,1230,T,40.821045,-73.898666,Dry,No,1/20/2026,No,2,Bronx,30,0.8,0,0,- None -,50.86,No
977192,84982,- None -,Bnai Raphael Chesed Organization,3846 Flatlands Avenue,Brooklyn,NY,11234,30,786,786,1/20/2026,,32, ,0830,1630,T,40.619733,-73.937662,Cold,Yes,1/20/2026,Yes,1,Brooklyn,8,0.67,0,0,"Mon ,Tues 8am-4pm and Wed, Thurs 8am-6pm and Fri 8am-2pm",42.8,Yes
977193,85283,- None -,Union Grove Missionary Baptist Church,1488 Hoe Avenue,Bronx,NY,10460,30,1614,1614,1/20/2026,,54, ,0830,1230,T,40.832891,-73.889299,Cold,Yes,1/20/2026,Yes,1,Bronx,18,1.07,0,0,- None -,68.98,Yes
977194,81665,- None -,Hope Line,884 E 163rd St,Bronx,NY,10459,30,1778,1778,1/20/2026,,56, ,0830,1230,T,40.821045,-73.898666,Cold,No,1/20/2026,No,2,Bronx,30,1.23,0,0,- None -,78.96,No
977195,84982,- None -,Bnai Raphael Chesed Organization,3846 Flatlands Avenue,Brooklyn,NY,11234,30,1604,1604,1/20/2026,,46, ,0830,1630,T,40.619733,-73.937662,Dry,Yes,1/20/2026,Yes,1,Brooklyn,8,0.57,0,0,"Mon ,Tues 8am-4pm and Wed, Thurs 8am-6pm and Fri 8am-2pm",36.43,Yes
977196,85460,- None -,PS 142 M Amalia Castro,100 Attorney Street,New York,NY,10002,30,678,678,1/20/2026,,39, ,0830,1230,T,40.718383,-73.984452,Dry,No,1/20/2026,No,3,Manhattan,16,0.53,0,0,"Between 830 - 12:30pm.  When close by, Contact  Jessica at 646-574-1384 or Ashely 347-549-5870.*School can only receive on straight trucks*; hard to find parking.  Please note, pallets cannot fit through the schools entrance.",32.25,No
977197,85460,- None -,PS 142 M Amalia Castro,100 Attorney Street,New York,NY,10002,30,256,256,1/20/2026,,12, ,0830,1230,T,40.718383,-73.984452,Cold,No,1/20/2026,No,3,Manhattan,16,0.13,0,0,"Between 830 - 12:30pm.  When close by, Contact  Jessica at 646-574-1384 or Ashely 347-549-5870.*School can only receive on straight trucks*; hard to find parking.  Please note, pallets cannot fit through the schools entrance.",8.44,No
977198,85283,- None -,Union Grove Missionary Baptist Church,1488 Hoe Avenue,Bronx,NY,10460,30,2282,2282,1/20/2026,,109, ,0830,1230,T,40.832891,-73.889299,Dry,Yes,1/20/2026,Yes,1,Bronx,18,1.02,0,0,- None -,65.21,Yes
977206,85515,- None -,Urban Resource Institute - Harmony House,926 Southern Blvd.,Bronx,NY,10459,30,450,450,1/20/2026,,10, ,0830,1230,T,40.820114,-73.89229,Cold,No,1/20/2026,No,6,Bronx,3,0.26,0,0,930am-430pm,16.7,No
977207,84802,- None -,Staten Island Liberian Community,180 Park Hill Avenue,Staten Island,NY,10304,30,1122,1122,1/20/2026,,58, ,1230,1630,T,40.614572,-74.082129,Dry,Yes,1/20/2026,Yes,4,StatenIsland,7,0.64,0,0,Please call this number upon arrival 347-755-4521,40.39,Yes
977208,84802,- None -,Staten Island Liberian Community,180 Park Hill Avenue,Staten Island,NY,10304,30,2965,2965,1/20/2026,,138, ,1230,1630,T,40.614572,-74.082129,Cold,Yes,1/20/2026,Yes,4,StatenIsland,7,2.07,0,0,Please call this number upon arrival 347-755-4521,133.11,Yes
977211,83485,- None -,Caribbean American Steelpan Education Center,4301 Avenue D,Brooklyn,NY,11203,30,1526,1526,1/20/2026,,61, ,1230,1630,T,40.649989,-73.962305,Cold,No,1/20/2026,No,2,Brooklyn,8,1.04,0,0,Delivery Mon & Thurs first stop.,66.44,No
977212,81308,- None -,Agape Social Services Beulah Church,956 Marcy Avenue,Brooklyn,NY,11216,30,1182,1182,1/20/2026,,52, ,0830,1230,T,40.680642,-73.946297,Dry,No,1/20/2026,No,2,Brooklyn,9,0.46,0,0,Please ONLY Tuesday - Thursday 830 -1230PM,29.32,No
977213,81308,- None -,Agape Social Services Beulah Church,956 Marcy Avenue,Brooklyn,NY,11216,30,1639,1639,1/20/2026,,70, ,0830,1230,T,40.680642,-73.946297,Cold,No,1/20/2026,No,2,Brooklyn,9,1.2,0,0,Please ONLY Tuesday - Thursday 830 -1230PM,76.52,No
977215,83521,- None -,Staten Island SDA Church,80 Union Avenue,Staten Island,NY,10303,30,1543,1543,1/20/2026,,68, ,1230,1630,T,40.634867,-74.158061,Dry,Yes,1/20/2026,Yes,2,StatenIsland,7,0.79,0,0,Ring doorbell on the right street level door,50.01,Yes
977216,83521,- None -,Staten Island SDA Church,80 Union Avenue,Staten Island,NY,10303,30,583,583,1/20/2026,,30, ,1230,1630,T,40.634867,-74.158061,Cold,Yes,1/20/2026,Yes,2,StatenIsland,7,0.4,0,0,Ring doorbell on the right street level door,25.84,Yes
977219,83270,- None -,Morris Brown AME Church,145-03 Rockaway Blvd,Jamaica,NY,11436,30,3070,3070,1/20/2026,,125, ,0830,1230,T,40.673662,-73.7935,Cold,Yes,1/20/2026,Yes,1,Queens,5,2.16,0,0,Entrance is the on side street,138.4,Yes
977220,83270,- None -,Morris Brown AME Church,145-03 Rockaway Blvd,Jamaica,NY,11436,30,2057,2057,1/20/2026,,90, ,0830,1230,T,40.673662,-73.7935,Dry,Yes,1/20/2026,Yes,1,Queens,5,1.2,0,0,Entrance is the on side street,76.43,Yes
977224,85163,- None -,Zion Tabernacle FBH Church,105-01 107th Avenue,Ozone Park,NY,11417,30,528,528,1/20/2026,,26, ,0830,1230,T,40.68097,-73.835301,Cold,Yes,1/20/2026,Yes,1,Queens,14,0.4,0,0,PLEASE COME TO GATE ON CORNER OF 105 STREET,24.96,Yes
977225,85323,- None -,JITA Community Outreach Center,205-15 Jamaica Avenue,Queens,NY,11423,30,1198,1198,1/20/2026,,52, ,0830,1230,T,40.703572,-73.787453,Cold,No,1/20/2026,No,3,Queens,5,0.87,0,0,Delvieries Tues and Friday morning,55.66,No
977226,85323,- None -,JITA Community Outreach Center,205-15 Jamaica Avenue,Queens,NY,11423,30,1758,1758,1/20/2026,,97, ,0830,1230,T,40.703572,-73.787453,Dry,No,1/20/2026,No,3,Queens,5,1.1,0,0,Delvieries Tues and Friday morning,70.16,No
977227,85163,- None -,Zion Tabernacle FBH Church,105-01 107th Avenue,Ozone Park,NY,11417,30,1466,1466,1/20/2026,,57, ,0830,1230,T,40.68097,-73.835301,Dry,Yes,1/20/2026,Yes,1,Queens,14,0.6,0,0,PLEASE COME TO GATE ON CORNER OF 105 STREET,38.03,Yes
977292,85515,- None -,Urban Resource Institute - Harmony House,926 Southern Blvd.,Bronx,NY,10459,30,659,659,1/20/2026,,21, ,1230,1630,T,40.820114,-73.89229,Dry,No,1/20/2026,No,6,Bronx,3,0.21,0.05,0,930am-430pm,15.75,No
977356,85589,- None -,I.S. 219 New Venture School,3630 3rd Avenue,Bronx,NY,10456,30,266,266,1/20/2026,,9, ,0830,1230,T,40.833511,-73.90449,Cold,No,1/20/2026,No,2,Bronx,10,0.19,0,0,- None -,12.31,No
977680,85660,SR - FARMERS MARKET,Food Bank Mobile Pantry,355 Food Center Drive,Bronx,NY,10474,30,307,307,1/20/2026,,32, ,0830,1230,W,40.807629,-73.871471,Dry,No,1/21/2026,No,1,Bronx,49,0.38,0,0.01,"Delivery drivers must wait until the delivery time to offload, cannot offload earlier than the time.",24.94,No
977751,4018,- None -,"Renaissance School of the Arts, MS377",Address 319 E 117th Street,New York,NY,10035,30,1555,1555,1/20/2026,,1555, ,0830,1230,T,40.797302,-73.936365,Cold,No,1/20/2026,No,1,Manhattan,45,18.22,0,0,- None -,1166.25,No
977767,85718,PET FOOD BY WEIGHT,Revelacion Divina Food Pantry,240 E 175 Street,Bronx,NY,10457,30,1096,1096,1/20/2026,,1096, ,0830,1230,M,40.846709,-73.906123,Dry,No,1/26/2026,No, ,Bronx,Bronx,0,12.85,0,"8:30 - 4:30  Please call before coming, the entrance for our program its on Monroe Ave in front of the firehouse.",822,No
977769,85321,PET FOOD BY WEIGHT,First Baptist Church,100-10 Astoria Boulevard,East Elmhurst,NY,11369,30,1111,1111,1/20/2026,,1111, ,0830,1230,F,40.761943,-73.869101,Dry,No,1/23/2026,No,1,Queens,20,0,13.02,0,Come to parking lot on 101st Street between 31st Avenue and Astoria Blvd,833.25,No
977772,83936,PET FOOD BY WEIGHT,Las Maravillas Del Exodo,302 Elton Street,Brooklyn,NY,11208,30,1101,1101,1/20/2026,,1101, ,0830,1230,T,40.675836,-73.883943,Dry,No,2/3/2026,No, ,Brooklyn, ,0,12.91,0,**REQUIRES STRAIGHT TRUCK **Deliveries Tuesday 9am - 5:00 pm,825.75,No
977781,83936,SR-BULK,Las Maravillas Del Exodo,302 Elton Street,Brooklyn,NY,11208,30,6476,6476,1/20/2026,,3746, ,0830,1230,W,40.675836,-73.883943,Cold,No,1/21/2026,No,1,Brooklyn,30,24.65,0,0,**REQUIRES STRAIGHT TRUCK **Deliveries Tuesday 9am - 5:00 pm,1577.5,No
977782,85162,SR-BULK,Every Day is a Miracle co The Almond Tree Church,2424 Jerome Ave,Bronx,NY,10468,30,9764,9764,1/20/2026,,5289, ,0830,1230,W,40.86185,-73.90176,Cold,No,1/21/2026,No,1,Bronx,31,28.4,0,0,ONLY 830am-1:00pm,1817.3,No
977786,80476,SR-BULK TIA,Unitarian Church of All Souls,1157 Lexington Avenue,New York,NY,10021,30,3255,3255,1/20/2026,,770, ,0830,1230,W,40.775377,-73.95858,Cold,No,1/21/2026,No,2,Manhattan,31,2.88,0,0,9am - 4:30pm,184.8,No
977788,85606,SR-BULK,GRANT HOUSE UNITY CORPORATION,2046 FLATBUSH AVENUE,Brooklyn,NY,11234,30,1101,1101,1/20/2026,,1101, ,0830,1230,W,40.619954,-73.934002,Dry,No,1/21/2026,No,2,Brooklyn,32,0,12.91,0,"SR added 5/7/2024: Wednesday's, requests 8:30 - 10:30.. Distribution starts at 11am.  No loading dock.  Truck must have lift gate.  Streetside parking.  Bring curb ramp",825.75,No
977789,84982,SR-BULK,Bnai Raphael Chesed Organization,3846 Flatlands Avenue,Brooklyn,NY,11234,30,7000,7000,1/20/2026,,175, ,0830,1230,W,40.619733,-73.937662,Cold,No,1/21/2026,No,1,Brooklyn,32,5.35,0,0,"Mon ,Tues 8am-4pm and Wed, Thurs 8am-6pm and Fri 8am-2pm",343,No
977794,85552,SR-BULK,Olivet Gospel Church Community Food Distribution Program,3900 Dyre Ave,Bronx,NY,10466,30,6487,6487,1/20/2026,,509, ,0830,1230,W,40.889389,-73.831265,Cold,No,1/21/2026,No,1,Bronx,33,5.02,0,0,Wednesday morning window.  Agency also receives approx. 3-9 pallets of Produce in the morning..,320.99,No
977813,4018,- None -,"Renaissance School of the Arts, MS377",Address 319 E 117th Street,New York,NY,10035,30,970,970,1/20/2026,,970, ,0830,1230,T,40.797302,-73.936365,Cold,No,1/20/2026,No,1,Manhattan,45,1.82,0,0,- None -,116.4,No
977822,85283,SR-BULK,Union Grove Missionary Baptist Church,1488 Hoe Avenue,Bronx,NY,10460,30,3224,3224,1/20/2026,,706, ,0830,1230,W,40.832891,-73.889299,Cold,No,1/21/2026,No,1,Bronx,34,2.9,0,0,- None -,185.86,No
977825,85167,SR-BULK,ICNA Relief USA,87-91 144th Street,Jamaica,NY,11435,30,5520,5520,1/20/2026,,138, ,0830,1230,W,40.704531,-73.811813,Cold,No,1/21/2026,No,1,Queens,99,4.22,0,0,9am-4:30pm - Please ring door bell on the outside of the white metal door,270.48,No
Overall Total,,,,,,,,,"297,193.0","297,193.0",,,,,,,,,,,,,,,,,254.55,51.78,0.08,,"19,598.29",
